@RELATION credit

@ATTRIBUTE person_age NUMERIC
@ATTRIBUTE person_income NUMERIC
@ATTRIBUTE person_home_ownership {RENT,OWN,MORTGAGE,OTHER}
@ATTRIBUTE person_emp_length NUMERIC
@ATTRIBUTE loan_grade {A,B,C,D,E,F,G}

@DATA
39,28650,MORTGAGE,1,B
37,44000,RENT,0,B
41,14400,RENT,4,B
40,19200,RENT,2,B
37,27000,RENT,0,B
36,45000,RENT,3,C
36,28800,OWN,0,B
39,44000,RENT,11,D
37,28800,MORTGAGE,3,A
37,50400,RENT,9,A
37,51000,RENT,5,A
49,28800,MORTGAGE,5,A
36,156326,RENT,10,A
43,11340,RENT,4,C
42,40000,RENT,6,B
36,90000,RENT,6,B
39,12000,RENT,4,B
37,29000,MORTGAGE,8,B
48,15000,RENT,4,C
47,18000,RENT,4,A
39,18996,RENT,5,A
45,19200,RENT,0,A
48,19632,RENT,19,C
43,29004,OWN,3,A
42,20400,RENT,4,F
46,29004,MORTGAGE,4,B
39,24000,RENT,0,B
39,29280,OWN,0,A
41,24000,RENT,24,A
36,29500,OWN,4,B
44,25209,RENT,6,C
37,26500,RENT,11,C
39,28500,RENT,1,B
39,29894,OWN,23,B
48,30000,MORTGAGE,21,B
44,102000,RENT,9,A
46,102000,RENT,0,C
44,108000,RENT,2,C
37,30000,OWN,13,D
36,120000,RENT,4,C
36,122000,RENT,2,A
39,30000,MORTGAGE,4,A
38,225000,RENT,16,D
37,528000,RENT,4,D
37,63000,RENT,1,A
37,48000,RENT,0,B
36,30123,RENT,5,C
41,32496,RENT,4,B
48,32500,RENT,0,D
38,33000,RENT,2,D
45,30000,MORTGAGE,5,C
43,60000,RENT,5,B
44,65000,RENT,16,A
43,69000,RENT,0,A
37,30000,MORTGAGE,15,A
43,85000,RENT,2,A
36,372000,RENT,4,E
40,30000,OWN,4,C
38,34800,RENT,1,C
38,9732,RENT,9,A
39,34000,RENT,1,D
38,30000,RENT,2,C
36,54000,RENT,2,C
36,52500,RENT,4,A
39,30000,RENT,3,C
46,30000,MORTGAGE,13,A
38,22000,RENT,2,C
37,40080,RENT,7,A
40,15864,RENT,4,B
36,13440,RENT,2,D
37,14000,RENT,0,B
49,15000,RENT,6,B
39,30000,MORTGAGE,14,D
36,21996,RENT,3,D
37,24500,RENT,0,B
39,32280,RENT,22,B
47,30000,OWN,1,C
40,35000,RENT,17,A
36,32000,RENT,2,E
36,38568,RENT,7,E
37,45000,RENT,2,B
36,57110,RENT,5,B
36,60000,RENT,2,A
37,100000,RENT,0,B
38,30000,MORTGAGE,8,C
44,30160,MORTGAGE,4,C
37,30480,OWN,1,B
44,100000,RENT,5,A
39,201000,RENT,6,B
36,33481,RENT,9,E
39,62692,RENT,9,B
42,31000,MORTGAGE,5,B
40,63000,RENT,2,B
42,36000,RENT,8,C
42,38400,RENT,4,B
38,31200,MORTGAGE,6,C
37,31200,MORTGAGE,5,B
45,22178,RENT,3,A
42,26568,RENT,6,B
36,31000,RENT,2,A
42,32004,RENT,1,A
36,36000,RENT,3,B
36,32000,MORTGAGE,7,B
41,32000,MORTGAGE,2,C
47,48000,RENT,14,C
37,48000,RENT,0,B
36,32000,MORTGAGE,6,B
36,32000,MORTGAGE,9,B
39,59000,RENT,0,F
36,60072,RENT,14,B
39,68000,RENT,0,A
47,72000,RENT,5,D
38,80000,RENT,9,B
44,117300,RENT,3,A
40,24000,RENT,2,A
41,19200,RENT,2,D
36,10800,RENT,0,E
48,32304,MORTGAGE,22,B
37,14400,RENT,4,C
37,32400,OWN,0,D
37,17520,RENT,1,A
36,32400,MORTGAGE,20,D
38,18000,RENT,4,C
36,32642,MORTGAGE,18,B
41,21000,RENT,0,B
40,21600,RENT,2,D
37,21600,RENT,7,B
47,30000,RENT,6,C
36,30000,RENT,14,B
37,30000,RENT,6,C
36,31200,RENT,9,B
42,32000,RENT,7,A
47,30000,RENT,2,C
38,30132,RENT,4,C
41,37000,RENT,2,B
40,33000,MORTGAGE,2,B
39,38500,RENT,0,B
37,40000,RENT,1,B
41,33240,OWN,4,A
42,38000,RENT,3,E
43,46000,RENT,5,B
38,47000,RENT,2,A
36,33600,OWN,4,E
36,33600,OWN,4,A
39,47004,RENT,12,B
47,33600,MORTGAGE,12,A
37,48000,RENT,8,A
38,49000,RENT,4,A
36,50000,RENT,3,B
37,50000,RENT,1,B
42,33600,MORTGAGE,11,C
36,48686,RENT,21,D
47,33888,MORTGAGE,5,A
39,50000,RENT,8,B
36,34000,MORTGAGE,2,B
45,50400,RENT,2,C
40,51500,RENT,1,B
47,52000,RENT,5,B
40,53000,RENT,2,A
38,34000,OWN,4,C
40,54000,RENT,7,B
45,55000,RENT,17,B
43,34000,MORTGAGE,4,A
39,49000,RENT,2,D
41,55000,RENT,9,B
39,34000,MORTGAGE,1,B
37,55200,RENT,9,B
46,56500,RENT,4,B
40,34560,MORTGAGE,3,B
40,53000,RENT,2,A
43,54000,RENT,0,A
37,49000,RENT,2,C
38,34800,MORTGAGE,2,A
37,55000,RENT,4,B
39,55000,RENT,0,B
40,57000,RENT,1,B
42,58752,RENT,8,B
40,54000,RENT,5,D
36,35000,MORTGAGE,5,A
37,60000,RENT,0,C
40,35000,MORTGAGE,6,B
36,62000,RENT,13,A
40,64200,RENT,2,A
37,64680,RENT,10,B
50,65000,RENT,0,B
36,35000,MORTGAGE,4,D
37,35000,OWN,4,A
38,35000,MORTGAGE,6,A
40,69996,RENT,6,B
36,29000,MORTGAGE,5,A
40,74500,RENT,2,C
44,79272,RENT,0,A
41,85000,RENT,5,C
37,88000,RENT,11,A
39,94000,RENT,1,B
39,97000,RENT,15,B
38,35000,MORTGAGE,7,A
40,35000,MORTGAGE,3,B
41,35000,MORTGAGE,18,C
39,360000,RENT,1,B
47,65000,RENT,1,C
36,50000,RENT,4,C
36,53000,RENT,5,C
41,35000,MORTGAGE,13,B
36,35000,MORTGAGE,2,A
37,33888,RENT,7,D
41,42000,RENT,1,B
47,35000,OWN,9,B
37,63000,RENT,1,C
36,88000,RENT,4,B
45,35000,OTHER,6,B
42,35000,OWN,12,A
49,23004,RENT,6,D
39,28800,RENT,4,C
43,125000,RENT,4,A
45,35004,MORTGAGE,5,C
40,35820,RENT,0,B
48,35004,MORTGAGE,14,A
39,40000,RENT,1,A
38,55000,RENT,9,D
41,35100,MORTGAGE,3,A
36,35256,MORTGAGE,5,A
43,35300,MORTGAGE,5,B
42,29000,RENT,3,A
36,16107,RENT,1,B
38,20640,RENT,2,C
42,35010,RENT,4,C
39,36000,MORTGAGE,1,A
44,37000,RENT,0,C
43,36000,MORTGAGE,5,B
39,38400,RENT,5,C
41,39000,RENT,2,C
41,36000,MORTGAGE,5,A
36,36000,OWN,11,A
37,36000,MORTGAGE,5,A
38,43000,RENT,4,B
48,36000,OWN,24,A
37,44000,RENT,12,C
37,36000,MORTGAGE,7,A
36,53000,RENT,1,A
38,36000,MORTGAGE,3,C
44,30000,MORTGAGE,7,D
44,36000,MORTGAGE,1,C
40,10200,RENT,4,B
39,30500,RENT,3,A
37,35496,RENT,5,B
38,36000,MORTGAGE,14,B
44,36000,MORTGAGE,6,A
36,37200,RENT,5,C
40,38000,RENT,16,B
37,36000,MORTGAGE,21,A
41,48000,RENT,0,A
44,36000,MORTGAGE,0,B
39,42000,RENT,0,D
36,36000,MORTGAGE,0,A
46,60000,RENT,12,B
44,62000,RENT,11,A
37,63000,RENT,2,B
44,61000,RENT,2,D
43,70000,RENT,23,A
38,36156,MORTGAGE,1,B
38,108000,RENT,6,C
40,96050,RENT,3,D
37,47908,RENT,3,A
36,55000,RENT,6,B
44,124800,RENT,1,A
39,38400,RENT,5,B
44,35000,RENT,4,B
37,30000,RENT,0,B
36,33000,RENT,2,D
47,56004,RENT,2,B
41,60000,RENT,4,B
41,69350,RENT,5,A
38,70000,RENT,3,B
37,77000,RENT,6,A
39,119000,RENT,2,A
37,41000,RENT,3,D
37,37000,MORTGAGE,7,B
41,37000,MORTGAGE,3,C
40,30000,RENT,2,B
40,117000,RENT,4,B
40,29000,RENT,3,A
36,37000,MORTGAGE,3,A
38,51504,RENT,3,C
47,37000,MORTGAGE,6,A
43,36000,RENT,4,A
43,90000,RENT,5,B
37,42500,RENT,1,A
36,37400,MORTGAGE,2,B
40,37440,MORTGAGE,3,B
46,54250,RENT,3,B
45,37500,MORTGAGE,1,B
39,60000,RENT,1,A
38,37500,OTHER,0,C
36,37500,MORTGAGE,6,A
37,68480,RENT,2,C
36,74000,RENT,10,D
41,31000,RENT,5,E
42,38000,MORTGAGE,9,A
46,140000,RENT,12,B
37,21600,RENT,4,D
50,36996,RENT,6,C
39,60000,RENT,3,B
36,54000,RENT,14,C
42,32000,MORTGAGE,0,B
36,85000,RENT,3,A
40,13273,RENT,3,B
37,78000,RENT,0,A
37,12360,RENT,3,B
38,17600,RENT,0,E
45,19200,RENT,1,B
50,19200,RENT,2,F
37,20800,RENT,3,F
41,21600,RENT,2,A
37,22000,RENT,2,B
38,22000,RENT,2,C
41,24000,RENT,2,D
36,38208,MORTGAGE,2,D
45,38268,MORTGAGE,14,B
42,26280,RENT,2,B
37,38400,MORTGAGE,4,A
36,27600,RENT,1,B
44,38400,MORTGAGE,4,A
40,28800,RENT,2,B
37,29536,RENT,2,B
37,38400,MORTGAGE,1,A
36,30000,RENT,7,B
36,38400,OWN,5,A
45,31200,RENT,11,D
44,38400,MORTGAGE,9,A
44,32004,RENT,4,C
39,38500,MORTGAGE,7,C
36,34000,RENT,20,D
45,34800,RENT,6,C
36,38795,MORTGAGE,4,B
36,30000,RENT,0,E
44,36000,RENT,6,D
43,39000,MORTGAGE,12,B
36,39000,MORTGAGE,8,A
36,33000,RENT,2,B
43,39996,RENT,1,B
39,33996,RENT,6,D
38,40000,RENT,5,B
47,39000,MORTGAGE,5,A
37,35000,RENT,5,A
46,33099,MORTGAGE,2,E
41,42000,RENT,0,C
37,39480,OWN,4,A
41,43000,RENT,2,C
36,43000,RENT,6,C
40,39500,OWN,0,A
36,39520,OWN,14,A
37,49000,RENT,0,B
37,39600,MORTGAGE,17,A
37,39700,MORTGAGE,4,C
38,50000,RENT,5,A
48,50004,RENT,8,A
37,39960,OWN,21,A
38,45000,RENT,1,B
40,51000,RENT,1,B
42,39996,MORTGAGE,2,A
45,55000,RENT,1,A
41,39996,MORTGAGE,8,D
37,61260,RENT,6,C
37,63000,RENT,0,B
36,73000,RENT,3,B
38,74000,RENT,21,B
37,40000,MORTGAGE,13,A
41,75000,RENT,15,D
49,86400,RENT,0,C
36,76000,RENT,2,E
44,40000,MORTGAGE,8,A
40,28800,RENT,3,C
39,40000,OWN,4,A
46,50000,RENT,0,B
38,40000,OWN,6,A
38,34000,MORTGAGE,14,D
36,40000,OWN,4,B
37,40000,MORTGAGE,2,B
36,20004,RENT,1,B
38,24000,RENT,0,D
37,53976,RENT,4,D
36,40000,MORTGAGE,16,D
36,40000,MORTGAGE,2,A
36,40000,MORTGAGE,8,A
37,40000,OWN,16,B
38,40000,MORTGAGE,5,A
39,40000,OWN,4,B
45,32000,RENT,4,A
46,35004,RENT,0,C
46,40000,MORTGAGE,8,A
44,35000,RENT,3,D
38,42000,RENT,2,A
41,40000,MORTGAGE,5,B
37,45600,RENT,2,B
43,50000,RENT,0,B
36,40000,OWN,2,A
39,52000,RENT,2,B
40,53000,RENT,4,A
38,65000,RENT,4,C
43,67000,RENT,0,A
39,84998,RENT,5,B
39,110000,RENT,5,C
50,35880,RENT,0,C
38,42000,RENT,0,B
41,45840,RENT,5,B
50,40000,OWN,4,A
47,40000,MORTGAGE,0,A
43,40000,MORTGAGE,3,B
38,47004,RENT,2,C
36,14004,RENT,0,D
38,40000,MORTGAGE,4,B
39,24000,RENT,0,A
37,30960,RENT,5,B
36,40000,OWN,0,A
38,33600,RENT,0,A
40,40008,OWN,20,B
38,40246,MORTGAGE,7,A
37,36000,RENT,2,B
38,40320,MORTGAGE,4,D
36,40000,RENT,0,B
46,40452,OWN,4,B
36,40500,MORTGAGE,5,A
37,40800,OWN,4,B
37,40800,OWN,0,C
36,40800,MORTGAGE,7,D
42,40800,MORTGAGE,5,A
39,40800,OWN,0,A
37,55000,RENT,0,A
46,60000,RENT,5,B
39,56000,RENT,0,E
39,64000,RENT,9,C
37,59000,RENT,2,D
42,41000,MORTGAGE,17,B
36,41000,MORTGAGE,6,B
49,80000,RENT,0,A
48,92000,RENT,1,A
43,41000,MORTGAGE,7,C
40,41000,MORTGAGE,2,C
45,107473,RENT,0,C
41,41004,MORTGAGE,4,B
37,95000,RENT,3,A
39,83400,RENT,2,E
38,96000,RENT,18,F
42,100000,RENT,3,D
38,112000,RENT,2,B
37,103000,RENT,1,D
49,115000,RENT,16,B
40,41760,MORTGAGE,4,A
37,117000,RENT,10,A
49,41869,MORTGAGE,8,A
36,120000,RENT,2,B
38,120000,RENT,3,C
41,121200,RENT,1,A
47,126000,RENT,1,A
37,135000,RENT,1,A
47,140000,RENT,4,C
42,42000,OWN,4,A
43,36000,MORTGAGE,4,A
49,42000,MORTGAGE,12,A
36,166000,RENT,4,A
40,73000,RENT,2,D
36,24168,RENT,2,C
36,55200,RENT,3,D
43,42000,MORTGAGE,0,A
38,42000,OWN,2,B
36,42000,MORTGAGE,2,B
37,42000,MORTGAGE,0,C
39,67000,RENT,4,D
37,42000,MORTGAGE,9,C
36,42000,OWN,2,C
37,70000,RENT,3,B
39,42000,MORTGAGE,4,A
39,55000,RENT,1,B
40,28000,RENT,2,C
47,28500,RENT,2,A
38,42000,MORTGAGE,5,B
38,30000,RENT,5,C
44,30000,RENT,6,C
36,30000,RENT,1,B
44,42000,MORTGAGE,4,A
50,30000,RENT,8,C
43,42000,MORTGAGE,3,B
41,32000,RENT,0,C
39,32000,RENT,0,A
36,32004,RENT,3,B
39,42000,OWN,5,B
50,42000,MORTGAGE,3,D
50,34000,RENT,2,A
41,34800,RENT,4,B
36,42000,MORTGAGE,16,C
49,42000,MORTGAGE,15,B
42,29000,RENT,1,D
38,35000,RENT,6,B
36,42000,MORTGAGE,11,B
36,29000,RENT,0,E
38,35000,RENT,5,D
37,35028,RENT,3,C
40,35827,RENT,13,B
39,36000,RENT,3,A
50,36000,RENT,0,B
39,37000,RENT,6,A
38,37200,RENT,1,B
45,42320,MORTGAGE,6,C
41,39000,RENT,0,B
38,39500,RENT,4,C
39,34000,RENT,3,A
48,36655,MORTGAGE,4,B
42,40000,RENT,0,A
36,40000,RENT,6,C
45,34000,RENT,1,A
37,40000,RENT,8,B
40,42996,MORTGAGE,5,C
40,42996,OWN,15,D
48,41500,RENT,3,A
41,42000,RENT,2,A
38,43000,MORTGAGE,3,A
45,43000,MORTGAGE,6,C
36,37000,MORTGAGE,5,E
39,37200,RENT,1,C
43,43000,MORTGAGE,5,B
38,45000,RENT,1,C
38,43000,OWN,5,A
38,39000,RENT,1,E
41,45600,RENT,18,A
41,43000,OWN,3,B
39,43000,MORTGAGE,3,A
40,43000,MORTGAGE,18,C
41,47000,RENT,2,A
50,41496,RENT,9,D
36,43200,MORTGAGE,13,B
44,48000,RENT,0,C
47,43200,MORTGAGE,8,D
39,48500,RENT,1,B
45,43800,RENT,0,B
41,56000,RENT,3,A
36,43680,MORTGAGE,0,C
36,43776,MORTGAGE,4,A
43,54000,RENT,0,D
37,44000,MORTGAGE,14,A
38,44000,MORTGAGE,3,B
37,65000,RENT,7,A
39,44000,MORTGAGE,2,B
43,44000,MORTGAGE,8,B
47,70000,RENT,2,C
38,74000,RENT,9,C
47,44000,OWN,3,B
43,44000,OWN,18,A
39,44000,MORTGAGE,14,A
38,44000,OWN,2,B
43,85000,RENT,14,B
47,86000,RENT,0,C
40,108000,RENT,10,B
37,133000,RENT,3,C
47,244000,RENT,10,C
41,30000,RENT,3,A
42,32400,RENT,1,D
41,38200,RENT,4,E
46,44782,MORTGAGE,14,D
48,31824,RENT,18,D
45,45000,MORTGAGE,20,A
47,45000,OWN,10,A
48,50000,RENT,1,B
36,44000,RENT,2,C
37,45000,OWN,5,A
38,44000,RENT,0,D
37,50000,RENT,0,B
40,45000,MORTGAGE,5,A
45,45000,MORTGAGE,14,A
39,24000,RENT,1,A
39,45000,MORTGAGE,2,A
36,26000,RENT,4,B
37,27000,RENT,2,A
39,45000,MORTGAGE,4,A
37,43000,RENT,2,B
38,64777,RENT,5,A
42,68000,RENT,3,B
39,30000,RENT,7,A
42,2039784,RENT,0,C
43,46000,RENT,3,B
41,52000,RENT,2,A
39,52273,RENT,3,B
36,53000,RENT,5,B
46,45000,MORTGAGE,7,A
43,45000,MORTGAGE,3,A
50,54996,RENT,0,C
36,45000,MORTGAGE,2,A
43,45000,OWN,4,B
38,45000,MORTGAGE,6,A
36,58000,RENT,18,A
39,45000,MORTGAGE,3,C
41,52106,RENT,4,C
40,58500,RENT,3,A
38,60000,RENT,3,C
36,45000,MORTGAGE,21,B
41,60000,RENT,6,A
37,60000,RENT,17,A
40,60000,RENT,3,D
37,63000,RENT,6,B
38,64000,RENT,4,A
40,65000,RENT,1,B
43,65000,RENT,2,B
37,59000,RENT,0,D
44,65000,RENT,2,A
39,68000,RENT,1,C
36,45000,OWN,4,D
38,70000,RENT,2,B
37,45000,OWN,11,B
44,54400,RENT,3,C
43,71015,RENT,8,B
50,75000,RENT,4,C
42,45000,OWN,0,A
40,76000,RENT,1,C
36,45344,MORTGAGE,11,A
37,84000,RENT,4,B
50,45600,MORTGAGE,4,A
40,45600,MORTGAGE,20,A
36,45600,MORTGAGE,6,C
36,87000,RENT,5,C
38,90000,RENT,2,A
36,45600,MORTGAGE,8,A
41,90000,RENT,0,C
36,39600,MORTGAGE,17,D
38,94000,RENT,3,D
38,95000,RENT,9,C
44,98000,RENT,19,C
43,98760,RENT,8,D
42,45760,MORTGAGE,4,A
36,100000,RENT,14,A
37,45996,MORTGAGE,11,B
43,45996,MORTGAGE,2,A
38,108000,RENT,3,D
40,46000,MORTGAGE,5,A
41,46000,MORTGAGE,3,B
38,26000,RENT,0,C
36,46000,MORTGAGE,3,A
39,40000,RENT,2,A
50,46000,MORTGAGE,8,D
37,46000,MORTGAGE,9,B
41,23400,RENT,2,B
38,28584,RENT,4,C
40,28800,RENT,4,B
38,46150,MORTGAGE,6,A
40,34500,RENT,2,D
37,54000,RENT,15,C
36,14400,RENT,0,E
37,40680,MORTGAGE,6,D
41,21000,RENT,1,A
37,46996,MORTGAGE,2,C
37,27000,RENT,4,B
41,47000,MORTGAGE,19,A
37,28800,RENT,0,A
36,30000,RENT,0,A
47,47000,MORTGAGE,9,A
40,30000,RENT,4,D
36,30996,RENT,2,C
38,47000,MORTGAGE,5,A
36,34000,RENT,5,C
43,48000,RENT,1,C
39,50000,RENT,5,A
41,47000,MORTGAGE,5,B
36,50000,RENT,2,A
46,47000,MORTGAGE,5,A
43,47000,OWN,2,A
37,47000,MORTGAGE,4,A
36,47000,MORTGAGE,0,A
41,47000,OWN,2,A
37,54000,RENT,2,C
46,60070,RENT,2,C
44,63000,RENT,4,A
37,79600,RENT,5,A
38,170000,RENT,0,A
39,47471,MORTGAGE,5,A
36,47500,MORTGAGE,8,A
38,30000,RENT,0,B
38,35000,RENT,0,B
40,38004,RENT,2,B
46,47844,OWN,16,A
37,48000,MORTGAGE,4,A
42,52800,RENT,3,B
38,48000,MORTGAGE,9,B
37,48000,OWN,8,A
36,48000,MORTGAGE,6,A
38,48000,MORTGAGE,3,B
45,73000,RENT,0,C
43,48000,MORTGAGE,2,A
41,137004,RENT,0,A
36,39996,RENT,1,A
38,34000,RENT,4,B
44,48000,MORTGAGE,9,B
42,85000,RENT,3,C
39,48000,MORTGAGE,4,A
48,39000,RENT,7,D
38,48000,MORTGAGE,1,A
38,48000,MORTGAGE,6,A
39,23500,RENT,14,D
48,44000,RENT,6,B
43,48000,MORTGAGE,7,A
44,119000,RENT,0,A
38,35427,RENT,3,C
42,48000,MORTGAGE,26,A
37,42000,MORTGAGE,4,A
38,18720,RENT,0,D
39,20400,RENT,3,C
40,48000,MORTGAGE,2,D
37,48000,MORTGAGE,3,A
42,48000,OWN,0,C
38,48000,OWN,4,A
37,24000,RENT,5,B
47,48000,MORTGAGE,13,B
38,25200,RENT,0,D
48,42000,MORTGAGE,3,C
37,27052,RENT,2,B
44,48000,MORTGAGE,12,B
45,48000,MORTGAGE,8,A
36,28800,RENT,2,C
36,48000,MORTGAGE,17,A
48,30000,RENT,0,B
46,48000,MORTGAGE,0,A
39,30000,RENT,3,B
41,30840,RENT,8,B
39,48279,OWN,7,C
37,48500,MORTGAGE,4,A
38,32000,RENT,0,B
43,33000,RENT,0,D
39,48840,MORTGAGE,5,B
38,34000,RENT,19,A
36,34000,RENT,2,C
38,48996,MORTGAGE,6,A
38,49000,MORTGAGE,10,B
36,49000,OWN,4,D
39,36000,RENT,2,A
50,36000,RENT,13,B
45,36000,RENT,2,C
44,49200,MORTGAGE,2,D
38,36400,RENT,1,C
36,37008,RENT,8,C
37,38000,RENT,4,D
44,49510,MORTGAGE,5,B
43,49578,MORTGAGE,11,C
36,38160,RENT,3,C
40,32400,RENT,4,A
42,33564,RENT,5,D
38,49853,MORTGAGE,19,D
44,39684,RENT,4,B
36,49896,MORTGAGE,8,A
36,49901,MORTGAGE,13,C
39,40000,RENT,5,D
36,50000,MORTGAGE,7,A
38,41280,RENT,3,C
44,43200,RENT,4,A
42,44000,RENT,0,A
39,44500,RENT,5,A
37,45000,RENT,11,B
38,45000,RENT,6,B
36,45000,RENT,14,B
37,45000,RENT,0,C
36,50000,MORTGAGE,8,A
37,46000,RENT,4,B
37,50000,MORTGAGE,15,A
37,50000,MORTGAGE,0,A
39,46500,RENT,13,A
38,48000,RENT,7,B
43,48000,RENT,1,B
39,42000,RENT,2,F
40,48000,RENT,1,B
44,50000,MORTGAGE,8,B
36,44000,RENT,2,E
37,50000,MORTGAGE,4,A
41,50000,RENT,0,B
40,44000,RENT,0,A
37,44000,RENT,0,E
41,50000,RENT,0,B
38,50004,RENT,2,C
43,50000,MORTGAGE,12,B
47,52000,RENT,3,B
36,52000,RENT,0,B
43,50000,MORTGAGE,2,B
38,50000,MORTGAGE,8,B
45,54981,RENT,2,A
39,55000,RENT,2,C
47,50000,MORTGAGE,3,C
48,49000,RENT,2,D
43,50000,OWN,3,C
43,50000,MORTGAGE,11,A
40,55182,RENT,0,A
44,44000,MORTGAGE,2,C
37,50000,MORTGAGE,0,A
43,57000,RENT,3,B
42,57996,RENT,26,A
48,59000,RENT,2,A
39,60000,RENT,2,C
38,60000,RENT,0,C
42,50000,MORTGAGE,5,B
38,50000,MORTGAGE,4,B
37,50000,MORTGAGE,6,B
41,50000,MORTGAGE,24,A
36,31000,RENT,3,A
36,50000,MORTGAGE,2,C
36,50000,MORTGAGE,13,C
37,24000,RENT,4,A
40,50000,MORTGAGE,5,D
46,65000,RENT,1,B
40,50000,MORTGAGE,1,B
49,50000,MORTGAGE,8,C
38,50000,MORTGAGE,6,D
48,66000,RENT,6,B
42,66500,RENT,8,B
44,50000,OWN,6,C
38,50000,MORTGAGE,5,A
36,50000,OWN,1,B
39,50000,MORTGAGE,1,A
47,70000,RENT,3,A
44,70000,RENT,15,A
36,70000,RENT,4,A
39,70000,RENT,1,A
40,71599,RENT,0,A
49,50000,MORTGAGE,4,A
43,72000,RENT,5,B
50,56100,RENT,3,D
43,72600,RENT,2,A
36,44000,MORTGAGE,9,D
37,74568,RENT,0,C
36,44004,MORTGAGE,1,B
39,60520,RENT,6,D
38,78000,RENT,2,A
41,78000,RENT,3,B
37,79000,RENT,2,B
47,50004,MORTGAGE,22,A
46,50004,MORTGAGE,5,A
38,80000,RENT,17,B
40,80000,RENT,0,A
36,80000,RENT,7,C
48,50016,OTHER,1,B
39,86000,RENT,19,D
37,86000,RENT,0,A
36,50400,MORTGAGE,7,A
46,105000,RENT,4,A
42,110000,RENT,5,A
42,160000,RENT,6,B
41,50780,MORTGAGE,14,B
42,51000,OWN,6,B
42,51000,MORTGAGE,5,A
36,25000,RENT,2,B
40,44000,RENT,9,A
43,33500,RENT,4,C
45,51000,MORTGAGE,2,A
37,55000,RENT,3,E
41,51000,MORTGAGE,10,A
36,51000,MORTGAGE,2,B
37,51000,MORTGAGE,3,C
44,57600,RENT,12,A
48,57996,RENT,2,C
36,51000,MORTGAGE,4,B
39,51000,OWN,12,C
36,52000,RENT,2,C
45,54000,RENT,3,C
36,60000,RENT,3,A
42,55392,RENT,17,D
50,51500,OWN,7,A
38,62000,RENT,5,B
46,51600,MORTGAGE,16,A
38,65000,RENT,2,A
36,51996,OWN,7,B
40,68000,RENT,12,A
39,73882,RENT,17,B
36,51996,MORTGAGE,8,B
37,52000,MORTGAGE,1,A
36,75000,RENT,12,A
36,46000,MORTGAGE,6,C
36,52000,MORTGAGE,20,A
38,52000,MORTGAGE,13,B
42,97600,RENT,0,A
47,52000,MORTGAGE,4,A
37,52000,MORTGAGE,3,B
43,175436,RENT,1,A
37,14400,RENT,2,A
38,52000,OWN,3,D
36,52000,MORTGAGE,8,B
40,52000,MORTGAGE,7,B
36,52000,MORTGAGE,2,A
37,21600,RENT,4,A
38,52000,MORTGAGE,3,A
36,24000,RENT,3,A
41,28800,RENT,2,B
37,30000,RENT,6,B
41,30600,RENT,0,B
47,31400,RENT,1,A
45,52000,MORTGAGE,11,A
44,52000,MORTGAGE,2,A
36,52000,OWN,8,A
41,52000,MORTGAGE,25,A
47,52000,OWN,2,B
39,42000,RENT,4,C
37,52188,MORTGAGE,14,A
40,52200,MORTGAGE,3,D
36,50000,RENT,5,A
42,52400,MORTGAGE,14,B
39,52000,RENT,5,B
39,53000,RENT,15,A
38,55000,RENT,0,C
40,60000,RENT,0,B
36,52660,MORTGAGE,2,C
40,75000,RENT,3,A
36,46800,MORTGAGE,20,A
46,52800,MORTGAGE,1,A
37,26240,RENT,0,B
41,53000,MORTGAGE,20,C
40,52479,RENT,17,D
37,89532,RENT,9,B
45,19368,RENT,0,D
36,53000,MORTGAGE,0,C
37,29000,RENT,4,B
39,50760,RENT,4,E
37,37500,RENT,0,A
40,53000,MORTGAGE,2,B
36,47000,MORTGAGE,4,D
42,21120,RENT,12,B
37,53532,MORTGAGE,12,A
38,53712,MORTGAGE,7,C
39,31200,RENT,2,B
47,53808,MORTGAGE,4,B
43,32000,RENT,0,A
43,35000,RENT,4,A
39,54000,MORTGAGE,23,B
40,54000,MORTGAGE,3,C
37,51000,RENT,11,D
48,54000,MORTGAGE,1,A
37,60000,RENT,1,B
39,76644,RENT,2,A
43,80000,RENT,5,B
44,80000,RENT,6,C
40,54000,MORTGAGE,19,A
41,54000,MORTGAGE,2,A
36,112455,RENT,3,B
38,48000,MORTGAGE,23,D
39,54000,MORTGAGE,17,B
37,54000,MORTGAGE,10,D
40,25000,RENT,0,C
36,54000,MORTGAGE,5,A
36,48000,MORTGAGE,3,C
47,54000,MORTGAGE,1,B
46,54196,MORTGAGE,17,B
37,48257,MORTGAGE,21,D
41,54500,MORTGAGE,0,A
36,54500,MORTGAGE,6,A
39,32400,RENT,3,B
37,54538,MORTGAGE,21,B
37,54996,MORTGAGE,5,A
39,54996,OWN,6,A
47,54996,MORTGAGE,7,B
41,37200,RENT,4,A
39,37800,RENT,5,B
42,55000,MORTGAGE,1,B
46,55000,MORTGAGE,3,B
37,35000,RENT,0,D
43,55000,MORTGAGE,14,A
45,49000,OWN,5,E
36,41000,RENT,1,A
38,55000,OWN,5,A
36,55000,MORTGAGE,13,A
36,42000,RENT,2,A
43,42000,RENT,4,D
40,55000,MORTGAGE,6,A
39,55000,MORTGAGE,8,A
41,43000,RENT,0,A
40,38000,RENT,4,D
36,44000,RENT,4,A
38,55000,MORTGAGE,16,A
36,45000,RENT,16,B
43,45000,RENT,2,C
37,45000,RENT,1,A
